"full_name","rushing_yds"
"82595","Darren Sproles",9
"82596","Darren Sproles",2
"82597","Darren Sproles",8
"80571","Darren Sproles",47
"80572","Darren Sproles",-1
"80573","Darren Sproles",9
"80574","Darren Sproles",4
"80575","Darren Sproles",3
"80576","Darren Sproles",2
"80577","Darren Sproles",-2
"80578","Darren Sproles",4
"80579","Darren Sproles",2
"80580","Darren Sproles",5
"80581","Darren Sproles",0
"80582","Darren Sproles",9
"80583","Darren Sproles",-1
"80584","Darren Sproles",5
"80585","Darren Sproles",3
"80586","Darren Sproles",-1
"80587","Darren Sproles",3
"80588","Darren Sproles",8
"80589","Darren Sproles",9
"80590","Darren Sproles",-3
"80591","Darren Sproles",12
"80592","Darren Sproles",1
"80593","Darren Sproles",-3
"80594","Darren Sproles",-3
"80595","Darren Sproles",5
"80596","Darren Sproles",0
"80597","Darren Sproles",9
"80598","Darren Sproles",34
"80599","Darren Sproles",-1
"80600","Darren Sproles",13
"80601","Darren Sproles",1
"80602","Darren Sproles",15
"80603","Darren Sproles",1
"80604","Darren Sproles",7
"80605","Darren Sproles",0
"80606","Darren Sproles",-1
"80607","Darren Sproles",1
"80608","Darren Sproles",1
"80609","Darren Sproles",5
"80610","Darren Sproles",11
"80611","Darren Sproles",5
"80612","Darren Sproles",5
"80613","Darren Sproles",17
"80614","Darren Sproles",2
"80615","Darren Sproles",1
"80616","Darren Sproles",-6
"80617","Darren Sproles",2
"80618","Darren Sproles",5
"61029","Darren Sproles",2
"61030","Darren Sproles",1
"61031","Darren Sproles",5
"61032","Darren Sproles",1
"61033","Darren Sproles",4
"61034","Darren Sproles",3
"61035","Darren Sproles",5
"61036","Darren Sproles",1
"61037","Darren Sproles",5
"61038","Darren Sproles",5
"61039","Darren Sproles",1
"61040","Darren Sproles",6
"61041","Darren Sproles",3
"61042","Darren Sproles",6
"61043","Darren Sproles",0
"61044","Darren Sproles",15
"61045","Darren Sproles",2
"61046","Darren Sproles",0
"61047","Darren Sproles",5
"61048","Darren Sproles",2
"61049","Darren Sproles",3
"61050","Darren Sproles",18
"61051","Darren Sproles",4
"61052","Darren Sproles",1
"61053","Darren Sproles",5
"61054","Darren Sproles",1
"61055","Darren Sproles",6
"61056","Darren Sproles",3
"61057","Darren Sproles",1
"61058","Darren Sproles",4
"61059","Darren Sproles",5
"61060","Darren Sproles",2
"61061","Darren Sproles",3
"61062","Darren Sproles",3
"61063","Darren Sproles",-1
"61064","Darren Sproles",7
"61065","Darren Sproles",3
"61066","Darren Sproles",6
"61067","Darren Sproles",7
"61068","Darren Sproles",1
"61069","Darren Sproles",3
"61070","Darren Sproles",38
"61071","Darren Sproles",11
"61072","Darren Sproles",1
"61073","Darren Sproles",1
"61074","Darren Sproles",3
"61075","Darren Sproles",2
"61076","Darren Sproles",5
"61077","Darren Sproles",1
"61078","Darren Sproles",2
"61079","Darren Sproles",5
"61080","Darren Sproles",-4
"61081","Darren Sproles",-2
"46862","Darren Sproles",0
"46863","Darren Sproles",-1
"46864","Darren Sproles",1
"46865","Darren Sproles",49
"46866","Darren Sproles",-3
"46867","Darren Sproles",10
"46868","Darren Sproles",5
"46869","Darren Sproles",6
"46870","Darren Sproles",1
"46871","Darren Sproles",4
"46872","Darren Sproles",-1
"46873","Darren Sproles",3
"46874","Darren Sproles",0
"46875","Darren Sproles",4
"46876","Darren Sproles",19
"46877","Darren Sproles",2
"46878","Darren Sproles",18
"46879","Darren Sproles",4
"46880","Darren Sproles",10
"46881","Darren Sproles",10
"46882","Darren Sproles",3
"46883","Darren Sproles",25
"46884","Darren Sproles",2
"46885","Darren Sproles",2
"46886","Darren Sproles",-1
"46887","Darren Sproles",2
"46888","Darren Sproles",5
"46889","Darren Sproles",7
"46890","Darren Sproles",15
"46891","Darren Sproles",6
"46892","Darren Sproles",0
"46893","Darren Sproles",4
"46894","Darren Sproles",5
"46895","Darren Sproles",7
"46896","Darren Sproles",5
"46897","Darren Sproles",8
"46898","Darren Sproles",13
"46899","Darren Sproles",8
"46900","Darren Sproles",4
"46901","Darren Sproles",1
"46902","Darren Sproles",4
"46903","Darren Sproles",2
"46904","Darren Sproles",1
"46905","Darren Sproles",13
"46906","Darren Sproles",13
"46907","Darren Sproles",2
"46908","Darren Sproles",-8
"46909","Darren Sproles",6
"46910","Darren Sproles",0
"46911","Darren Sproles",3
"46912","Darren Sproles",1
"46913","Darren Sproles",1
"46914","Darren Sproles",12
"46915","Darren Sproles",0
"46916","Darren Sproles",8
"46917","Darren Sproles",4
"46918","Darren Sproles",5
"36668","Darren Sproles",0
"36669","Darren Sproles",11
"36670","Darren Sproles",1
"36671","Darren Sproles",27
"36672","Darren Sproles",11
"36673","Darren Sproles",-4
"36674","Darren Sproles",5
"36675","Darren Sproles",5
"36676","Darren Sproles",-3
"36677","Darren Sproles",-4
"36678","Darren Sproles",-2
"36679","Darren Sproles",3
"36680","Darren Sproles",12
"36681","Darren Sproles",3
"36682","Darren Sproles",1
"36683","Darren Sproles",0
"36684","Darren Sproles",-3
"36685","Darren Sproles",11
"36686","Darren Sproles",2
"36687","Darren Sproles",2
"36688","Darren Sproles",2
"36689","Darren Sproles",4
"36690","Darren Sproles",5
"36691","Darren Sproles",14
"36692","Darren Sproles",2
"36693","Darren Sproles",2
"36694","Darren Sproles",4
"36695","Darren Sproles",0
"36696","Darren Sproles",4
"36697","Darren Sproles",6
"36698","Darren Sproles",-1
"36699","Darren Sproles",5
"36700","Darren Sproles",8
"36701","Darren Sproles",4
"36702","Darren Sproles",0
"36703","Darren Sproles",6
"36704","Darren Sproles",-4
"36705","Darren Sproles",2
"36706","Darren Sproles",2
"36707","Darren Sproles",4
"36708","Darren Sproles",2
"36709","Darren Sproles",3
"36710","Darren Sproles",7
"36711","Darren Sproles",0
"36712","Darren Sproles",5
"36713","Darren Sproles",5
"36714","Darren Sproles",-1
"36715","Darren Sproles",8
"36716","Darren Sproles",6
"36717","Darren Sproles",13
"36718","Darren Sproles",7
"36719","Darren Sproles",1
"36720","Darren Sproles",12
"36721","Darren Sproles",-3
"36722","Darren Sproles",7
"36723","Darren Sproles",4
"36724","Darren Sproles",5
"36725","Darren Sproles",5
"36726","Darren Sproles",-3
"36727","Darren Sproles",-1
"36728","Darren Sproles",1
"36729","Darren Sproles",4
"36730","Darren Sproles",15
"36731","Darren Sproles",1
"36732","Darren Sproles",4
"36733","Darren Sproles",7
"36734","Darren Sproles",7
"36735","Darren Sproles",2
"36736","Darren Sproles",5
"36737","Darren Sproles",-3
"36738","Darren Sproles",3
"36739","Darren Sproles",2
"36740","Darren Sproles",2
"36741","Darren Sproles",2
"36742","Darren Sproles",3
"36743","Darren Sproles",8
"36744","Darren Sproles",3
"36745","Darren Sproles",2
"36746","Darren Sproles",2
"36747","Darren Sproles",-6
"36748","Darren Sproles",13
"36749","Darren Sproles",6
"36750","Darren Sproles",5
"19269","Darren Sproles",2
"19270","Darren Sproles",3
"19271","Darren Sproles",4
"19272","Darren Sproles",6
"19273","Darren Sproles",-3
"19274","Darren Sproles",3
"19275","Darren Sproles",2
"19276","Darren Sproles",7
"19277","Darren Sproles",0
"19278","Darren Sproles",1
"19279","Darren Sproles",14
"19280","Darren Sproles",4
"19281","Darren Sproles",0
"19282","Darren Sproles",5
"19283","Darren Sproles",1
"19284","Darren Sproles",6
"19285","Darren Sproles",-3
"19286","Darren Sproles",-1
"19287","Darren Sproles",0
"19288","Darren Sproles",15
"19289","Darren Sproles",10
"19290","Darren Sproles",7
"19291","Darren Sproles",3
"19292","Darren Sproles",10
"19293","Darren Sproles",6
"19294","Darren Sproles",11
"19295","Darren Sproles",2
"19296","Darren Sproles",1
"19297","Darren Sproles",17
"19298","Darren Sproles",1
"19299","Darren Sproles",8
"19300","Darren Sproles",15
"19301","Darren Sproles",-1
"19302","Darren Sproles",-2
"19303","Darren Sproles",2
"19304","Darren Sproles",2
"19305","Darren Sproles",9
"19306","Darren Sproles",19
"19307","Darren Sproles",9
"19308","Darren Sproles",-1
"19309","Darren Sproles",-2
"19310","Darren Sproles",2
"19311","Darren Sproles",4
"19312","Darren Sproles",13
"19313","Darren Sproles",9
"19314","Darren Sproles",8
"19315","Darren Sproles",2
"19316","Darren Sproles",3
"19317","Darren Sproles",4
"19318","Darren Sproles",4
"19319","Darren Sproles",7
"19320","Darren Sproles",0
"19321","Darren Sproles",17
"19322","Darren Sproles",5
"19323","Darren Sproles",0
"19324","Darren Sproles",2
"19325","Darren Sproles",8
"19326","Darren Sproles",4
"19327","Darren Sproles",1
"19328","Darren Sproles",11
"19329","Darren Sproles",8
"19330","Darren Sproles",7
"19331","Darren Sproles",8
"19332","Darren Sproles",3
"19333","Darren Sproles",2
"19334","Darren Sproles",1
"19335","Darren Sproles",-2
"19336","Darren Sproles",3
"19337","Darren Sproles",1
"19338","Darren Sproles",5
"19339","Darren Sproles",2
"19340","Darren Sproles",3
"19341","Darren Sproles",2
"19342","Darren Sproles",3
"19343","Darren Sproles",8
"19344","Darren Sproles",4
"19345","Darren Sproles",7
"19346","Darren Sproles",5
"19347","Darren Sproles",25
"19348","Darren Sproles",1
"19349","Darren Sproles",13
"19350","Darren Sproles",-3
"19351","Darren Sproles",-1
"19352","Darren Sproles",2
"19353","Darren Sproles",3
"19354","Darren Sproles",6
"19355","Darren Sproles",2
"19356","Darren Sproles",7
"19357","Darren Sproles",-4
"19358","Darren Sproles",11
"19359","Darren Sproles",4
"19360","Darren Sproles",7
"19361","Darren Sproles",-4
"19362","Darren Sproles",3
"6017","Darren Sproles",0
"6018","Darren Sproles",2
"6019","Darren Sproles",12
"6020","Darren Sproles",6
"6021","Darren Sproles",3
"6022","Darren Sproles",2
"6023","Darren Sproles",-3
"6024","Darren Sproles",6
"6025","Darren Sproles",11
"6026","Darren Sproles",3
"6027","Darren Sproles",3
"6028","Darren Sproles",5
"6029","Darren Sproles",1
"6030","Darren Sproles",11
"6031","Darren Sproles",-1
"53084","Darrin Reaves",3
"53085","Darrin Reaves",5
"53086","Darrin Reaves",-4
"53087","Darrin Reaves",0
"53088","Darrin Reaves",1
"53089","Darrin Reaves",2
"53090","Darrin Reaves",4
"53091","Darrin Reaves",3
"53092","Darrin Reaves",4
"53093","Darrin Reaves",3
"53094","Darrin Reaves",4
"53095","Darrin Reaves",1
"53096","Darrin Reaves",2
"53097","Darrin Reaves",2
"53098","Darrin Reaves",2
"53099","Darrin Reaves",9
"53100","Darrin Reaves",3
"53101","Darrin Reaves",9
"53102","Darrin Reaves",-1
"53103","Darrin Reaves",3
"53104","Darrin Reaves",4
"53105","Darrin Reaves",3
"53106","Darrin Reaves",-1
"53107","Darrin Reaves",5
"53108","Darrin Reaves",1
"53109","Darrin Reaves",0
"53110","Darrin Reaves",2
"53111","Darrin Reaves",-3
"53112","Darrin Reaves",4
"53113","Darrin Reaves",9
"53114","Darrin Reaves",-3
"53115","Darrin Reaves",1
"72889","Daryl Richardson",11
"72890","Daryl Richardson",9
"72891","Daryl Richardson",8
"72892","Daryl Richardson",0
"72893","Daryl Richardson",4
"72894","Daryl Richardson",3
"72895","Daryl Richardson",-1
"72896","Daryl Richardson",53
"72897","Daryl Richardson",3
"72898","Daryl Richardson",0
"72899","Daryl Richardson",1
"72900","Daryl Richardson",2
"72901","Daryl Richardson",-4
"72902","Daryl Richardson",2
"72903","Daryl Richardson",5
"72904","Daryl Richardson",5
"72905","Daryl Richardson",2
"72906","Daryl Richardson",12
"72907","Daryl Richardson",1
"72908","Daryl Richardson",4
"72909","Daryl Richardson",-1
"72910","Daryl Richardson",2
"72911","Daryl Richardson",1
"72912","Daryl Richardson",5
"72913","Daryl Richardson",2
"72914","Daryl Richardson",-2
"72915","Daryl Richardson",8
"72916","Daryl Richardson",7
"72917","Daryl Richardson",0
"72918","Daryl Richardson",4
"72919","Daryl Richardson",4
"72920","Daryl Richardson",16
"72921","Daryl Richardson",5
"72922","Daryl Richardson",-4
"72923","Daryl Richardson",1
"72924","Daryl Richardson",2
"72925","Daryl Richardson",44
"72926","Daryl Richardson",2
"72927","Daryl Richardson",11
"72928","Daryl Richardson",6
"72929","Daryl Richardson",5
"72930","Daryl Richardson",-1
"72931","Daryl Richardson",4
"72932","Daryl Richardson",1
"72933","Daryl Richardson",2
"72934","Daryl Richardson",1
"72935","Daryl Richardson",1
"72936","Daryl Richardson",3
"72937","Daryl Richardson",2
"72938","Daryl Richardson",6
"72939","Daryl Richardson",4
"72940","Daryl Richardson",11
"72941","Daryl Richardson",1
"72942","Daryl Richardson",6
"72943","Daryl Richardson",3
"72944","Daryl Richardson",5
"72945","Daryl Richardson",1
"72946","Daryl Richardson",4
"72947","Daryl Richardson",4
"72948","Daryl Richardson",13
"72949","Daryl Richardson",20
"72950","Daryl Richardson",6
"72951","Daryl Richardson",32
"72952","Daryl Richardson",2
"72953","Daryl Richardson",7
"72954","Daryl Richardson",5
"72955","Daryl Richardson",5
"72956","Daryl Richardson",3
"72957","Daryl Richardson",4
"72958","Daryl Richardson",11
"72959","Daryl Richardson",5
"72960","Daryl Richardson",1
"72961","Daryl Richardson",1
"72962","Daryl Richardson",6
"72963","Daryl Richardson",2
"72964","Daryl Richardson",9
"72965","Daryl Richardson",3
"72966","Daryl Richardson",7
"72967","Daryl Richardson",7
"72968","Daryl Richardson",5
"72969","Daryl Richardson",-1
"72970","Daryl Richardson",2
"72971","Daryl Richardson",2
"72972","Daryl Richardson",1
"72973","Daryl Richardson",3
"72974","Daryl Richardson",2
"72975","Daryl Richardson",2
"72976","Daryl Richardson",0
"72977","Daryl Richardson",3
"72978","Daryl Richardson",-1
"72979","Daryl Richardson",3
"72980","Daryl Richardson",6
"72981","Daryl Richardson",1
"72982","Daryl Richardson",-1
"72983","Daryl Richardson",-1
"72984","Daryl Richardson",4
"72985","Daryl Richardson",0
"72986","Daryl Richardson",0
"61670","Daryl Richardson",6
"61671","Daryl Richardson",6
"61672","Daryl Richardson",4
"61673","Daryl Richardson",3
"61674","Daryl Richardson",1
"61675","Daryl Richardson",10
"61676","Daryl Richardson",3
"61677","Daryl Richardson",3
"61678","Daryl Richardson",2
"61679","Daryl Richardson",2
"61680","Daryl Richardson",-3
"61681","Daryl Richardson",3
"61682","Daryl Richardson",9
"61683","Daryl Richardson",0
"61684","Daryl Richardson",3
"61685","Daryl Richardson",1
"61686","Daryl Richardson",2
"61687","Daryl Richardson",5
"61688","Daryl Richardson",5
"61689","Daryl Richardson",-2
"61690","Daryl Richardson",2
"61691","Daryl Richardson",6
"61692","Daryl Richardson",1
"61693","Daryl Richardson",8
"61694","Daryl Richardson",2
"61695","Daryl Richardson",10
"61696","Daryl Richardson",-1
"61697","Daryl Richardson",6
"61698","Daryl Richardson",-1
"61699","Daryl Richardson",2
"61700","Daryl Richardson",2
"61701","Daryl Richardson",4
"61702","Daryl Richardson",-1
"61703","Daryl Richardson",0
"61704","Daryl Richardson",2
"61705","Daryl Richardson",2
"61706","Daryl Richardson",2
"61707","Daryl Richardson",2
"61708","Daryl Richardson",1
"61709","Daryl Richardson",-2
"61710","Daryl Richardson",1
"61711","Daryl Richardson",3
"61712","Daryl Richardson",4
"61713","Daryl Richardson",4
"61714","Daryl Richardson",7
"61715","Daryl Richardson",1
"61716","Daryl Richardson",13
"61717","Daryl Richardson",1
"61718","Daryl Richardson",3
"61719","Daryl Richardson",6
"61720","Daryl Richardson",0
"61721","Daryl Richardson",1
"61722","Daryl Richardson",0
"61723","Daryl Richardson",2
"61724","Daryl Richardson",6
"61725","Daryl Richardson",0
"61726","Daryl Richardson",4
"61727","Daryl Richardson",1
"61728","Daryl Richardson",0
"61729","Daryl Richardson",10
"61730","Daryl Richardson",-1
"61731","Daryl Richardson",14
"61732","Daryl Richardson",2
"61733","Daryl Richardson",1
"61734","Daryl Richardson",3
"61735","Daryl Richardson",5
"61736","Daryl Richardson",10
"61737","Daryl Richardson",4
"61738","Daryl Richardson",0
"24289","Daryl Richardson",6
"24290","Daryl Richardson",1
"40107","David Cobb",2
"40108","David Cobb",1
"40109","David Cobb",-3
"40110","David Cobb",-3
"40111","David Cobb",3
"40112","David Cobb",3
"40113","David Cobb",2
"40114","David Cobb",-1
"40115","David Cobb",9
"40116","David Cobb",6
"40117","David Cobb",-1
"40118","David Cobb",1
"40119","David Cobb",7
"40120","David Cobb",0
"40121","David Cobb",4
"40122","David Cobb",10
"40123","David Cobb",-2
"40124","David Cobb",8
"40125","David Cobb",-1
"40126","David Cobb",0
"40127","David Cobb",-2
"40128","David Cobb",3
"40129","David Cobb",4
"40130","David Cobb",3
"40131","David Cobb",2
"40132","David Cobb",0
"40133","David Cobb",9
"40134","David Cobb",-1
"40135","David Cobb",0
"40136","David Cobb",4
"40137","David Cobb",4
"40138","David Cobb",3
"40139","David Cobb",-1
"40140","David Cobb",7
"40141","David Cobb",4
"40142","David Cobb",0
"40143","David Cobb",-1
"40144","David Cobb",4
"40145","David Cobb",1
"40146","David Cobb",3
"40147","David Cobb",4
"40148","David Cobb",5
"40149","David Cobb",5
"40150","David Cobb",12
"40151","David Cobb",3
"40152","David Cobb",6
"40153","David Cobb",8
"40154","David Cobb",4
"40155","David Cobb",5
"40156","David Cobb",0
"40157","David Cobb",1
"40158","David Cobb",2
"10926","David Fluellen",4
"10927","David Fluellen",10
"10928","David Fluellen",4
"10929","David Fluellen",3
"37801","David Johnson",0
"37802","David Johnson",2
"37803","David Johnson",13
"37804","David Johnson",14
"37805","David Johnson",13
"37806","David Johnson",0
"37807","David Johnson",-2
"37808","David Johnson",3
"37809","David Johnson",8
"37810","David Johnson",7
"37811","David Johnson",4
"37812","David Johnson",5
"37813","David Johnson",-2
"37814","David Johnson",12
"37815","David Johnson",8
"37816","David Johnson",4
"37817","David Johnson",2
"37818","David Johnson",0
"37819","David Johnson",8
"37820","David Johnson",-2
"37821","David Johnson",3
"37822","David Johnson",-2
"37823","David Johnson",1
"37824","David Johnson",6
"37825","David Johnson",4
"37826","David Johnson",0
"37827","David Johnson",9
"37828","David Johnson",0
"37829","David Johnson",1
"37830","David Johnson",3
"37831","David Johnson",2
"37832","David Johnson",6
"37833","David Johnson",10
"37834","David Johnson",1
"37835","David Johnson",-2
"37836","David Johnson",6
"37837","David Johnson",3
"37838","David Johnson",3
"37839","David Johnson",9
"37840","David Johnson",0
"37841","David Johnson",2
"37842","David Johnson",2
"37843","David Johnson",6
"37844","David Johnson",10
"37845","David Johnson",17
"37846","David Johnson",7
"37847","David Johnson",2
"37848","David Johnson",-1
"37849","David Johnson",0
"37850","David Johnson",1
"37851","David Johnson",-3
"37852","David Johnson",2
"37853","David Johnson",23
"37854","David Johnson",6
"37855","David Johnson",-2
"37856","David Johnson",2
"37857","David Johnson",4
"37858","David Johnson",3
"37859","David Johnson",3
"37860","David Johnson",5
"37861","David Johnson",6
"37862","David Johnson",6
"37863","David Johnson",1
"37864","David Johnson",4
"37865","David Johnson",5
"37866","David Johnson",7
"37867","David Johnson",13
"37868","David Johnson",2
"37869","David Johnson",2
"37870","David Johnson",1
"37871","David Johnson",0
"37872","David Johnson",2
"37873","David Johnson",24
"37874","David Johnson",5
"37875","David Johnson",1
"37876","David Johnson",2
"37877","David Johnson",6
"37878","David Johnson",3
"37879","David Johnson",6
"37880","David Johnson",1
"37881","David Johnson",-1
"37882","David Johnson",9
"37883","David Johnson",1
"37884","David Johnson",3
"37885","David Johnson",4
"37886","David Johnson",3
"37887","David Johnson",5
"37888","David Johnson",47
"37889","David Johnson",11
"37890","David Johnson",14
"37891","David Johnson",6
"37892","David Johnson",19
"37893","David Johnson",6
"37894","David Johnson",1
"37895","David Johnson",1
"37896","David Johnson",3
"37897","David Johnson",1
"37898","David Johnson",5
"37899","David Johnson",4
"37900","David Johnson",2
"37901","David Johnson",4
"37902","David Johnson",-1
"37903","David Johnson",15
"37904","David Johnson",5
"37905","David Johnson",4
"37906","David Johnson",0
"37907","David Johnson",6
"37908","David Johnson",-3
"37909","David Johnson",8
"37910","David Johnson",3
"37911","David Johnson",6
"37912","David Johnson",4
"37913","David Johnson",1
"37914","David Johnson",14
"37915","David Johnson",1
"37916","David Johnson",0
"37917","David Johnson",0
"37918","David Johnson",5
"37919","David Johnson",2
"37920","David Johnson",1
"37921","David Johnson",2
"37922","David Johnson",2
"37923","David Johnson",5
"37924","David Johnson",3
"37925","David Johnson",4
"22111","David Johnson",2
"22112","David Johnson",-2
"22113","David Johnson",3
"22114","David Johnson",1
"22115","David Johnson",7
"22116","David Johnson",6
"22117","David Johnson",8
"22118","David Johnson",3
"22119","David Johnson",3
"22120","David Johnson",0
"22121","David Johnson",3
"22122","David Johnson",5
"22123","David Johnson",3
"22124","David Johnson",1
"22125","David Johnson",45
"22126","David Johnson",1
"22127","David Johnson",0
"22128","David Johnson",10
"22129","David Johnson",8
"22130","David Johnson",5
"22131","David Johnson",1
"22132","David Johnson",0
"22133","David Johnson",1
"22134","David Johnson",0
"22135","David Johnson",4
"22136","David Johnson",10
"22137","David Johnson",2
"22138","David Johnson",4
"22139","David Johnson",2
"22140","David Johnson",2
"22141","David Johnson",-3
"22142","David Johnson",5
"22143","David Johnson",1
"22144","David Johnson",11
"22145","David Johnson",6
"22146","David Johnson",4
"22147","David Johnson",3
"22148","David Johnson",6
"22149","David Johnson",1
"22150","David Johnson",4
"22151","David Johnson",3
"22152","David Johnson",-1
"22153","David Johnson",13
"22154","David Johnson",4
"22155","David Johnson",0
"22156","David Johnson",0
"22157","David Johnson",22
"22158","David Johnson",-2
"22159","David Johnson",3
"22160","David Johnson",10
"22161","David Johnson",8
"22162","David Johnson",6
"22163","David Johnson",3
"22164","David Johnson",2
"22165","David Johnson",31
"22166","David Johnson",-3
"22167","David Johnson",0
"22168","David Johnson",5
"22169","David Johnson",3
"22170","David Johnson",11
"22171","David Johnson",3
"22172","David Johnson",1
"22173","David Johnson",1
"22174","David Johnson",1
"22175","David Johnson",17
"22176","David Johnson",1
"22177","David Johnson",7
"22178","David Johnson",6
"22179","David Johnson",4
"22180","David Johnson",6
"22181","David Johnson",12
"22182","David Johnson",1
"22183","David Johnson",4
"22184","David Johnson",1
"22185","David Johnson",4
"22186","David Johnson",2
"22187","David Johnson",-2
"22188","David Johnson",1
"22189","David Johnson",7
"22190","David Johnson",4
"22191","David Johnson",5
"22192","David Johnson",23
"22193","David Johnson",11
"22194","David Johnson",2
"22195","David Johnson",18
"22196","David Johnson",5
"22197","David Johnson",-2
"22198","David Johnson",9
"22199","David Johnson",6
"22200","David Johnson",3
"22201","David Johnson",2
"22202","David Johnson",3
"22203","David Johnson",58
"22204","David Johnson",2
"22205","David Johnson",1
"22206","David Johnson",1
"22207","David Johnson",0
"22208","David Johnson",1
"22209","David Johnson",4
"22210","David Johnson",2
"22211","David Johnson",2
"22212","David Johnson",-5
"22213","David Johnson",-1
"22214","David Johnson",14
"22215","David Johnson",0
"22216","David Johnson",6
"22217","David Johnson",5
"22218","David Johnson",1
"22219","David Johnson",2
"22220","David Johnson",4
"22221","David Johnson",7
"22222","David Johnson",2
"22223","David Johnson",2
"22224","David Johnson",0
"22225","David Johnson",3
"22226","David Johnson",9
"22227","David Johnson",5
"22228","David Johnson",0
"22229","David Johnson",6
"22230","David Johnson",3
"22231","David Johnson",5
"22232","David Johnson",-1
"22233","David Johnson",2
"22234","David Johnson",2
"22235","David Johnson",3
"22236","David Johnson",2
"22237","David Johnson",7
"22238","David Johnson",5
"22239","David Johnson",2
"22240","David Johnson",0
"22241","David Johnson",5
"22242","David Johnson",3
"22243","David Johnson",3
"22244","David Johnson",5
"22245","David Johnson",3
"22246","David Johnson",8
"22247","David Johnson",4
"22248","David Johnson",14
"22249","David Johnson",-2
"22250","David Johnson",0
"22251","David Johnson",5
"22252","David Johnson",0
"22253","David Johnson",5
"22254","David Johnson",3
"22255","David Johnson",4
"22256","David Johnson",0
"22257","David Johnson",-2
"22258","David Johnson",-1
"22259","David Johnson",0
"22260","David Johnson",9
"22261","David Johnson",2
"22262","David Johnson",-2
"22263","David Johnson",2
"22264","David Johnson",9
"22265","David Johnson",5
"22266","David Johnson",2
"22267","David Johnson",6
"22268","David Johnson",3
"22269","David Johnson",0
"22270","David Johnson",2
"22271","David Johnson",2
"22272","David Johnson",2
"22273","David Johnson",18
"22274","David Johnson",3
"22275","David Johnson",-1
"22276","David Johnson",1
"22277","David Johnson",2
"22278","David Johnson",0
"22279","David Johnson",1
"22280","David Johnson",7
"22281","David Johnson",0
"22282","David Johnson",2
"22283","David Johnson",1
"22284","David Johnson",9
"22285","David Johnson",-3
"22286","David Johnson",2
"22287","David Johnson",3
"22288","David Johnson",4
"22289","David Johnson",6
"22290","David Johnson",-1
"22291","David Johnson",2
"22292","David Johnson",1
"22293","David Johnson",9
"22294","David Johnson",10
"22295","David Johnson",11
"22296","David Johnson",3
"22297","David Johnson",10
"22298","David Johnson",3
"22299","David Johnson",7
"22300","David Johnson",1
"22301","David Johnson",8
"22302","David Johnson",10
"22303","David Johnson",3
"22304","David Johnson",5
"22305","David Johnson",1
"22306","David Johnson",5
"22307","David Johnson",0
"22308","David Johnson",6
"22309","David Johnson",2
"22310","David Johnson",2
"22311","David Johnson",0
"22312","David Johnson",14
"22313","David Johnson",5
"22314","David Johnson",2
"22315","David Johnson",16
"22316","David Johnson",2
"22317","David Johnson",-1
"22318","David Johnson",0
"22319","David Johnson",11
"22320","David Johnson",-1
"22321","David Johnson",10
"22322","David Johnson",2
"22323","David Johnson",10
"22324","David Johnson",6
"22325","David Johnson",0
"22326","David Johnson",1
"22327","David Johnson",4
"22328","David Johnson",1
"22329","David Johnson",3
"22330","David Johnson",-5
"22331","David Johnson",4
"22332","David Johnson",9
"22333","David Johnson",5
"22334","David Johnson",4
"22335","David Johnson",13
"22336","David Johnson",3
"22337","David Johnson",14
"22338","David Johnson",0
"22339","David Johnson",2
"22340","David Johnson",3
"22341","David Johnson",5
"22342","David Johnson",-2
"22343","David Johnson",6
"22344","David Johnson",0
"22345","David Johnson",2
"22346","David Johnson",3
"22347","David Johnson",1
"22348","David Johnson",9
"22349","David Johnson",0
"22350","David Johnson",19
"22351","David Johnson",8
"22352","David Johnson",7
"22353","David Johnson",-3
"22354","David Johnson",6
"22355","David Johnson",2
"22356","David Johnson",2
"22357","David Johnson",4
"22358","David Johnson",6
"22359","David Johnson",4
"22360","David Johnson",4
"22361","David Johnson",3
"22362","David Johnson",5
"22363","David Johnson",2
"22364","David Johnson",5
"22365","David Johnson",-2
"22366","David Johnson",5
"22367","David Johnson",2
"22368","David Johnson",13
"22369","David Johnson",5
"22370","David Johnson",7
"22371","David Johnson",13
"22372","David Johnson",0
"22373","David Johnson",-8
"22374","David Johnson",3
"22375","David Johnson",6
"22376","David Johnson",1
"22377","David Johnson",2
"22378","David Johnson",3
"22379","David Johnson",2
"22380","David Johnson",2
"22381","David Johnson",-3
"22382","David Johnson",9
"22383","David Johnson",2
"22384","David Johnson",3
"22385","David Johnson",-2
"22386","David Johnson",2
"22387","David Johnson",3
"22388","David Johnson",4
"22389","David Johnson",11
"22390","David Johnson",5
"22391","David Johnson",-2
"22392","David Johnson",1
"22393","David Johnson",33
"22394","David Johnson",0
"22395","David Johnson",1
"22396","David Johnson",0
"22397","David Johnson",6
"22398","David Johnson",-2
"22399","David Johnson",7
"22400","David Johnson",-1
"22401","David Johnson",1
"22402","David Johnson",2
"22403","David Johnson",-3
"3534","David Johnson",2
"3535","David Johnson",-2
"3536","David Johnson",6
"3537","David Johnson",0
"3538","David Johnson",1
"3539","David Johnson",1
"3540","David Johnson",1
"3541","David Johnson",3
"3542","David Johnson",3
"3543","David Johnson",3
"3544","David Johnson",5
"68408","David Wilson",3
"68409","David Wilson",1
"68410","David Wilson",4
"68411","David Wilson",1
"68412","David Wilson",1
"68413","David Wilson",-2
"68414","David Wilson",4
